No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
6080	c1ccc(cc1)N2CCCC2	12.21	0.509	14.59	0.608	15.56	0.648	23.38	0.974	24	11	25	12	6	0	0	6	15	13	10	1	0	0	0	0	0	0	0	0	54.167	41.667	4.167	0	0	1	0
6081	C(CCCCCBr)CCCCBr	24.9	0.778	18.76	0.586	21.06	0.658	31.14	0.973	32	12	31	11	0	0	0	0	11	20	10	0	0	0	0	0	0	2	0	0	62.5	31.25	0	0	6.25	2	2
6082	NC(N(c1ccccc1)C)=S	13.81	0.658	13.47	0.641	14.69	0.7	20.8	0.99	21	11	21	11	7	1	0	6	15	10	8	2	0	0	1	0	0	0	0	0	47.619	38.095	9.524	0	0	3	0
6083	c1ccc(cc1)CCCI	20.45	0.974	14.03	0.668	16.22	0.772	20.35	0.969	21	10	21	10	6	0	0	6	13	11	9	0	0	0	0	0	0	0	1	0	52.381	42.857	0	0	4.762	1	1
6084	O=C1OC(OC)c2ccccc12	13.63	0.681	12.93	0.647	13.39	0.67	20.51	1.026	20	12	21	13	7	1	0	6	17	8	9	0	3	0	0	0	0	0	0	0	40	45	0	15	0	3	0
6085	O=C1C=C(Oc2ccccc12)c3ccc(O)cc3	19.79	0.707	19.53	0.698	20.15	0.72	28.39	1.014	28	18	30	20	14	2	0	12	28	10	15	0	3	0	0	0	0	0	0	0	35.714	53.571	0	10.714	0	3	0
6086	O=C(O)Cn2nnc1ccccc12	14.73	0.737	13.19	0.66	13.42	0.671	20.72	1.036	20	13	21	14	11	1	0	10	20	7	8	3	2	0	0	0	0	0	0	0	35	40	15	10	0	5	0
6087	n1c(nc(nc1NC(C)C)SCC)NC(C)C	21.2	0.558	21.84	0.575	23.73	0.624	37.62	0.99	38	17	38	17	6	0	0	6	20	21	11	5	0	0	1	0	0	0	0	0	55.263	28.947	13.158	0	0	6	0
6088	O=C(Nc1ccc(O)c(c1)C(C)(C)C)C	17.19	0.537	18.81	0.588	19.98	0.624	31.8	0.994	32	15	32	15	7	1	0	6	19	17	12	1	2	0	0	0	0	0	0	0	53.125	37.5	3.125	6.25	0	3	0
6089	N(=C1NCCN1)c2c(cccc2Cl)C	17.42	0.67	16.67	0.641	17.66	0.679	26.03	1.001	26	14	27	15	7	1	0	6	19	12	10	3	0	0	0	0	1	0	0	0	46.154	38.462	11.538	0	3.846	4	1
6090	N(=C1NCCN1)c2c(cc(cc2Cl)C)Cl	20.29	0.78	17.37	0.668	18.52	0.712	26.36	1.014	26	15	27	16	7	1	0	6	20	11	10	3	0	0	0	0	2	0	0	0	42.308	38.462	11.538	0	7.692	5	2
6091	N(=C1NCCN1)c2c(cc(cc2Cl)Cl)C	20.29	0.78	17.37	0.668	18.52	0.712	26.36	1.014	26	15	27	16	7	1	0	6	20	11	10	3	0	0	0	0	2	0	0	0	42.308	38.462	11.538	0	7.692	5	2
6092	N(=C1NCCN1)c2c(cc(cc2Cl)C)C	18.58	0.641	18.27	0.63	19.42	0.67	28.91	0.997	29	15	30	16	7	1	0	6	20	14	11	3	0	0	0	0	1	0	0	0	48.276	37.931	10.345	0	3.448	4	1
6093	N(=C1NCCN1)c2c(cc(cc2C)Cl)C	18.58	0.641	18.27	0.63	19.42	0.67	28.91	0.997	29	15	30	16	7	1	0	6	20	14	11	3	0	0	0	0	1	0	0	0	48.276	37.931	10.345	0	3.448	4	1
6094	N(=C1NCCN1)c2c(cc(cc2C)C)C	16.87	0.527	19.17	0.599	20.32	0.635	31.46	0.983	32	15	33	16	7	1	0	6	20	17	12	3	0	0	0	0	0	0	0	0	53.125	37.5	9.375	0	0	3	0
6095	O=C(C)CP(=O)(OC)OC	13.78	0.656	11.52	0.549	13.04	0.621	21.58	1.028	21	10	20	9	2	2	0	0	11	11	5	0	4	1	0	0	0	0	0	0	52.381	23.81	0	19.048	0	5	0
6096	N(=C1NCCN1)c2c(cccc2Br)Br	26.53	1.153	16.53	0.719	17.74	0.771	23.28	1.012	23	14	24	15	7	1	0	6	19	9	9	3	0	0	0	0	0	2	0	0	39.13	39.13	13.043	0	8.696	5	2
6097	O=[N+]([O-])c1cnc(N)cc1	11.57	0.771	9.59	0.639	9.66	0.644	15.84	1.056	15	10	15	10	7	1	0	6	14	5	5	3	2	0	0	0	0	0	0	0	33.333	33.333	20	13.333	0	5	0
6098	O=C3NC(c1ccccc1)(c2ccccc2)C(=O)N3C	22.12	0.651	22.6	0.665	23.46	0.69	34.14	1.004	34	20	36	22	14	2	0	12	30	14	16	2	2	0	0	0	0	0	0	0	41.176	47.059	5.882	5.882	0	4	0
6099	FC(F)(F)c2nc1c(cc(cc1Cl)Cl)[nH]2	21.22	1.179	13.51	0.751	13.79	0.766	20.033	1.113	18	15	19	16	10	0	0	10	21	3	8	2	0	0	0	3	2	0	0	0	16.667	44.444	11.111	0	27.778	7	5
6100	FC(F)(F)c1nc2c([nH]1)c(ccc2Cl)Cl	21.22	1.179	13.51	0.751	13.79	0.766	20.033	1.113	18	15	19	16	10	0	0	10	21	3	8	2	0	0	0	3	2	0	0	0	16.667	44.444	11.111	0	27.778	7	5
6101	O=C(O)C(n2nnc1ccccc12)(C)C	17.05	0.656	16.39	0.63	16.94	0.652	26.48	1.018	26	15	27	16	11	1	0	10	22	11	10	3	2	0	0	0	0	0	0	0	42.308	38.462	11.538	7.692	0	5	0
6102	n1ccc3c(c1)cc2c4ccccc4([nH]c2c3C)	19.3	0.643	20.98	0.699	21.8	0.727	29.6	0.987	30	18	33	21	20	0	0	20	31	12	16	2	0	0	0	0	0	0	0	0	40	53.333	6.667	0	0	2	0
6103	O=C1NC(=O)C(C(=O)N1)(CC)C(C)CC(O)C	20.1	0.574	19.82	0.566	20.88	0.597	35.56	1.016	35	17	35	17	3	3	0	0	20	18	11	2	4	0	0	0	0	0	0	0	51.429	31.429	5.714	11.429	0	6	0
6104	O=C(O)CC(n1nc2ccccc2(n1))C	17.05	0.656	16.39	0.63	16.94	0.652	26.48	1.018	26	15	27	16	11	1	0	10	22	11	10	3	2	0	0	0	0	0	0	0	42.308	38.462	11.538	7.692	0	5	0
6105	O=C(OC(C)(C)C)N	9.71	0.511	10.01	0.527	10.7	0.563	19.16	1.008	19	8	18	7	1	1	0	0	8	11	5	1	2	0	0	0	0	0	0	0	57.895	26.316	5.263	10.526	0	3	0
6106	O=C(OCCCCCCC)N	13.19	0.471	14.81	0.529	15.98	0.571	27.8	0.993	28	11	27	10	1	1	0	0	11	17	8	1	2	0	0	0	0	0	0	0	60.714	28.571	3.571	7.143	0	3	0
6107	OC(c1ccccc1)CN(CC)CC	16.02	0.485	18.9	0.573	20.29	0.615	32.35	0.98	33	14	33	14	6	0	0	6	17	19	12	1	1	0	0	0	0	0	0	0	57.576	36.364	3.03	3.03	0	2	0
6108	n3cnc1c(ncn1Cc2ccccc2)c3N	18.73	0.669	18.75	0.67	19.28	0.689	28.14	1.005	28	17	30	19	16	0	0	16	27	11	12	5	0	0	0	0	0	0	0	0	39.286	42.857	17.857	0	0	5	0
6109	o1c2ccccc2(cc1C)	10.97	0.609	11.91	0.662	12.49	0.694	17.85	0.992	18	10	19	11	10	0	0	10	16	8	9	0	1	0	0	0	0	0	0	0	44.444	50	0	5.556	0	1	0
6110	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))C(Cl)(Cl)Cl	34.53	1.233	20.39	0.728	22.58	0.806	30.62	1.094	28	21	29	22	10	4	0	6	29	7	8	3	4	0	2	0	4	0	0	0	25	28.571	10.714	14.286	14.286	13	4
6111	NC(Cc1ccccc1)Cc2ccccc2	17.53	0.531	20.79	0.63	22.08	0.669	32.14	0.974	33	16	34	17	12	0	0	12	23	17	15	1	0	0	0	0	0	0	0	0	51.515	45.455	3.03	0	0	1	0
6112	O=S(=O)(Nc1ccc(cc1)Cl)C	17.09	0.855	13.2	0.66	14.45	0.723	20.69	1.034	20	12	20	12	8	2	0	6	17	8	7	1	2	0	1	0	1	0	0	0	40	35	5	10	5	5	1
6113	O=C(OC(COc1cccc2ccccc12)CNC(C)C)C	25	0.556	27.12	0.603	28.71	0.638	44.77	0.995	45	22	46	23	12	1	0	11	29.5	23	18	1	3	0	0	0	0	0	0	0	51.111	40	2.222	6.667	0	4	0
6114	C(#CC#CC)C#Cc1ccccc1	13.64	0.65	15.4	0.733	16.04	0.764	20.52	0.977	21	13	21	13	9	0	3	6	22	8	13	0	0	0	0	0	0	0	0	0	38.095	61.905	0	0	0	0	0
6115	OCC2OC(OCc1ccccc1)C(O)C(O)C2(O)	22.42	0.606	21.46	0.58	22.54	0.609	37.9	1.024	37	19	38	20	6	0	0	6	23	18	13	0	6	0	0	0	0	0	0	0	48.649	35.135	0	16.216	0	6	0
6116	O=C(NCC)c1cnccc1	12.47	0.594	12.89	0.614	13.49	0.642	21.05	1.002	21	11	21	11	7	1	0	6	15	10	8	2	1	0	0	0	0	0	0	0	47.619	38.095	9.524	4.762	0	3	0
6117	O=C1C(=CSS1)CC	12.15	0.868	9.49	0.678	11.03	0.788	14.13	1.009	14	8	14	8	2	2	0	0	10	6	5	0	1	0	2	0	0	0	0	0	42.857	35.714	0	7.143	0	3	0
6118	O=C(C(=Cc1ccccc1)C(=O)C)C	15.62	0.601	16.62	0.639	17.46	0.672	25.94	0.998	26	14	26	14	9	3	0	6	20	12	12	0	2	0	0	0	0	0	0	0	46.154	46.154	0	7.692	0	2	0
6119	OCCCCCc1ccncc1	13.7	0.507	15.7	0.581	16.77	0.621	26.59	0.985	27	12	27	12	6	0	0	6	15	15	10	1	1	0	0	0	0	0	0	0	55.556	37.037	3.704	3.704	0	2	0
6120	c1ccc(cc1)[Se]C	14.21	0.888	10.68	0.667	12.18	0.761	15.61	0.976	16	8	16	8	6	0	0	6	11	8	7	0	0	0	0	0	0	0	0	0	50	43.75	0	0	0	1	0
6121	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)C)C4(C)(CC(O)C23(F)))(C)	35.87	0.56	37.86	0.592	40.1	0.627	64.121	1.002	64	31	67	34	5	5	0	0	39	33	25	0	5	0	0	1	0	0	0	0	51.562	39.062	0	7.812	1.562	6	1
6122	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)C)C4(C)(CC(=O)C23(F)))(C)	35.71	0.576	37.26	0.601	39.34	0.635	62.241	1.004	62	31	65	34	6	6	0	0	40	31	25	0	5	0	0	1	0	0	0	0	50	40.323	0	8.065	1.613	6	1
6123	O=S(=O)(Oc1ccccc1)c2ccccc2	19.46	0.748	17.62	0.678	18.8	0.723	26.47	1.018	26	16	27	17	14	2	0	12	25	10	12	0	3	0	1	0	0	0	0	0	38.462	46.154	0	11.538	0	4	0
6124	OC1N5C3CC(C1(CC))C6C(O)C4(c2ccccc2N(C)C34)(CC56)	27.08	0.542	30.2	0.604	32.02	0.64	49.42	0.988	50	24	55	29	6	0	0	6	32	26	20	2	2	0	0	0	0	0	0	0	52	40	4	4	0	4	0
6125	n1nn(cc1)Cc2ccccc2	13.23	0.63	13.77	0.656	14.28	0.68	20.94	0.997	21	12	22	13	11	0	0	11	18.5	9	9	3	0	0	0	0	0	0	0	0	42.857	42.857	14.286	0	0	3	0
6126	O=S(=O)(N)c1ccc(cc1)c2ccccc2	19.38	0.718	18.1	0.67	19.35	0.717	27.24	1.009	27	16	28	17	14	2	0	12	25	11	12	1	2	0	1	0	0	0	0	0	40.741	44.444	3.704	7.407	0	4	0
6127	O=C(O)c1ccccc1(C(=O)OC)	14.96	0.712	13.44	0.64	13.84	0.659	21.84	1.04	21	13	21	13	8	2	0	6	18	8	9	0	4	0	0	0	0	0	0	0	38.095	42.857	0	19.048	0	4	0
6128	Oc1ccc(cc1CO)C	11.46	0.573	12.02	0.601	12.7	0.635	20.06	1.003	20	10	20	10	6	0	0	6	13	10	8	0	2	0	0	0	0	0	0	0	50	40	0	10	0	2	0
6129	O=C1NC(NC(=O)C1(CC)CCC(C)C)=S	20.11	0.591	19.89	0.585	21.63	0.636	33.98	0.999	34	16	34	16	3	3	0	0	19	18	11	2	2	0	1	0	0	0	0	0	52.941	32.353	5.882	5.882	0	5	0
6130	O=C(O)c2cccnc2(Nc1cccc(c1)C(F)(F)F)	23.46	0.809	19.33	0.667	19.49	0.672	30.793	1.062	29	20	30	21	13	1	0	12	28	9	13	2	2	0	0	3	0	0	0	0	31.034	44.828	6.897	6.897	10.345	7	3
6131	O=C(Nc1ccccc1)C(C)C	13.54	0.542	15.1	0.604	16.01	0.64	24.71	0.988	25	12	25	12	7	1	0	6	16	13	10	1	1	0	0	0	0	0	0	0	52	40	4	4	0	2	0
6132	O=C2c3cccc(c3(OC(c1ccccc1)=C2C))CC=C	22.94	0.62	24.82	0.671	25.98	0.702	36.7	0.992	37	21	39	23	15	3	0	12	32	16	19	0	2	0	0	0	0	0	0	0	43.243	51.351	0	5.405	0	2	0
6133	OCc1cocc1	8.14	0.626	7.82	0.602	8.18	0.629	13.3	1.023	13	7	13	7	5	0	0	5	9.5	6	5	0	2	0	0	0	0	0	0	0	46.154	38.462	0	15.385	0	2	0
6134	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C	21.11	0.66	19.13	0.598	19.81	0.619	33.13	1.035	32	18	32	18	8	2	0	6	23	14	11	2	5	0	0	0	0	0	0	0	43.75	34.375	6.25	15.625	0	7	0
6135	N#CC1=CNC(=O)NC1(=O)	11.41	0.878	8.99	0.692	8.9	0.685	13.96	1.074	13	10	13	10	4	3	1	0	15	3	5	3	2	0	0	0	0	0	0	0	23.077	38.462	23.077	15.385	0	5	0
6136	C(=NC(C)CC)=S	9.56	0.598	9.48	0.592	10.69	0.668	15.7	0.981	16	7	15	6	2	2	0	0	8	9	5	1	0	0	1	0	0	0	0	0	56.25	31.25	6.25	0	0	2	0
6137	O=S(=O)(N)c1ccc(cc1)NS(=O)(=O)C	20.8	0.832	15.6	0.624	17.14	0.686	26.2	1.048	25	15	25	15	10	4	0	6	22	10	7	2	4	0	2	0	0	0	0	0	40	28	8	16	0	8	0
6138	OCCOCC(C)C	9.78	0.445	11.22	0.51	12.22	0.555	21.82	0.992	22	8	21	7	0	0	0	0	7	14	6	0	2	0	0	0	0	0	0	0	63.636	27.273	0	9.091	0	2	0
6139	O=C(OCCCCC)C1=CC(=O)NC(=O)N1	18.78	0.626	17.62	0.587	18.36	0.612	30.8	1.027	30	16	30	16	4	4	0	0	20	14	10	2	4	0	0	0	0	0	0	0	46.667	33.333	6.667	13.333	0	6	0
6140	O=C(OCCC)C1=CC(=O)NC(=O)N1	16.46	0.686	14.42	0.601	14.84	0.618	25.04	1.043	24	14	24	14	4	4	0	0	18	10	8	2	4	0	0	0	0	0	0	0	41.667	33.333	8.333	16.667	0	6	0
6141	O=C(N)Cc1cccs1	11.73	0.733	10.39	0.649	11.38	0.711	16.15	1.009	16	9	16	9	6	1	0	5	12.5	7	6	1	1	0	1	0	0	0	0	0	43.75	37.5	6.25	6.25	0	3	0
6142	O=C(Oc1ccc(OC)cc1)c2ccc(N)cc2(O)	21.53	0.673	20.63	0.645	21.36	0.668	32.7	1.022	32	19	33	20	13	1	0	12	27	13	14	1	4	0	0	0	0	0	0	0	40.625	43.75	3.125	12.5	0	5	0
6143	C(=NC(c1ccccc1)C)=S	13.56	0.678	13.48	0.674	14.69	0.735	19.7	0.985	20	11	20	11	8	2	0	6	16	9	9	1	0	0	1	0	0	0	0	0	45	45	5	0	0	2	0
6144	O=C(O)C2N1C(=O)C(NC(=O)CCCCC)C1SC2(C)(C)	26.09	0.607	25.11	0.584	27.05	0.629	43.4	1.009	43	21	44	22	3	3	0	0	25	22	14	2	4	0	1	0	0	0	0	0	51.163	32.558	4.651	9.302	0	7	0
6145	O=C3c1ccccc1N(c2ccccc2N3CCN(C)C)C	24.52	0.57	26.88	0.625	28.29	0.658	42.55	0.99	43	22	45	24	13	1	0	12	31	21	18	3	1	0	0	0	0	0	0	0	48.837	41.86	6.977	2.326	0	4	0
6146	N#Cc1ccc[nH]1	7.66	0.696	7.58	0.689	7.76	0.705	11.08	1.007	11	7	11	7	6	0	1	5	11.5	4	5	2	0	0	0	0	0	0	0	0	36.364	45.455	18.182	0	0	2	0
6147	n1c(nc(nc1N)c2ccc(cc2)Cl)N	18.44	0.802	15.85	0.689	16.38	0.712	23.59	1.026	23	15	24	16	12	0	0	12	22	8	9	5	0	0	0	0	1	0	0	0	34.783	39.13	21.739	0	4.348	6	1
6148	n1c(nc(nc1N)c2cccc(c2)Cl)N	18.44	0.802	15.85	0.689	16.38	0.712	23.59	1.026	23	15	24	16	12	0	0	12	22	8	9	5	0	0	0	0	1	0	0	0	34.783	39.13	21.739	0	4.348	6	1
6149	O=C(O)CCCc1ccc(OC)cc1	16.11	0.575	16.73	0.598	17.67	0.631	28.15	1.005	28	14	28	14	7	1	0	6	18	14	11	0	3	0	0	0	0	0	0	0	50	39.286	0	10.714	0	3	0
6150	O=C(Oc1ccccc1Cl)C	14.17	0.787	12.12	0.673	12.8	0.711	18.51	1.028	18	11	18	11	7	1	0	6	15	7	8	0	2	0	0	0	1	0	0	0	38.889	44.444	0	11.111	5.556	3	1
6151	O=[N+]([O-])c1ncn(c1(N))C	11.82	0.739	9.58	0.599	9.66	0.604	16.94	1.059	16	10	16	10	6	1	0	5	13.5	6	4	4	2	0	0	0	0	0	0	0	37.5	25	25	12.5	0	6	0
6152	c1ccc(cc1)C(CCCCC)CCCCCCC	21.56	0.423	28.6	0.561	31.16	0.611	49.08	0.962	51	19	51	19	6	0	0	6	22	32	19	0	0	0	0	0	0	0	0	0	62.745	37.255	0	0	0	0	0
6153	c1ccc(cc1)C(CCCC)CCCCCCCC	21.56	0.423	28.6	0.561	31.16	0.611	49.08	0.962	51	19	51	19	6	0	0	6	22	32	19	0	0	0	0	0	0	0	0	0	62.745	37.255	0	0	0	0	0
6154	c1ccc(cc1)C(CCC)CCCCCCCCC	21.56	0.423	28.6	0.561	31.16	0.611	49.08	0.962	51	19	51	19	6	0	0	6	22	32	19	0	0	0	0	0	0	0	0	0	62.745	37.255	0	0	0	0	0
6155	c1ccc(cc1)C(CC)CCCCCCCCCC	21.56	0.423	28.6	0.561	31.16	0.611	49.08	0.962	51	19	51	19	6	0	0	6	22	32	19	0	0	0	0	0	0	0	0	0	62.745	37.255	0	0	0	0	0
6156	c1ccc(cc1)C(C)CCCCCCCCCCC	21.56	0.423	28.6	0.561	31.16	0.611	49.08	0.962	51	19	51	19	6	0	0	6	22	32	19	0	0	0	0	0	0	0	0	0	62.745	37.255	0	0	0	0	0
6157	c1ccc(cc1)C(CCCCC)CCCCCCCC	22.72	0.421	30.2	0.559	32.92	0.61	51.96	0.962	54	20	54	20	6	0	0	6	23	34	20	0	0	0	0	0	0	0	0	0	62.963	37.037	0	0	0	0	0
6158	c1ccc(cc1)C(CCCC)CCCCCCCCC	22.72	0.421	30.2	0.559	32.92	0.61	51.96	0.962	54	20	54	20	6	0	0	6	23	34	20	0	0	0	0	0	0	0	0	0	62.963	37.037	0	0	0	0	0
6159	c1ccc(cc1)C(CCC)CCCCCCCCCC	22.72	0.421	30.2	0.559	32.92	0.61	51.96	0.962	54	20	54	20	6	0	0	6	23	34	20	0	0	0	0	0	0	0	0	0	62.963	37.037	0	0	0	0	0
6160	c1ccc(cc1)C(CC)CCCCCCCCCCC	22.72	0.421	30.2	0.559	32.92	0.61	51.96	0.962	54	20	54	20	6	0	0	6	23	34	20	0	0	0	0	0	0	0	0	0	62.963	37.037	0	0	0	0	0
6161	c1ccc(cc1)C(C)CCCCCCCCCCCC	22.72	0.421	30.2	0.559	32.92	0.61	51.96	0.962	54	20	54	20	6	0	0	6	23	34	20	0	0	0	0	0	0	0	0	0	62.963	37.037	0	0	0	0	0
6162	c1ccc(cc1)C(CCC)CCCCCCC	19.24	0.428	25.4	0.564	27.64	0.614	43.32	0.963	45	17	45	17	6	0	0	6	20	28	17	0	0	0	0	0	0	0	0	0	62.222	37.778	0	0	0	0	0
6163	c1ccc(cc1)C(CC)CCCCCCCC	19.24	0.428	25.4	0.564	27.64	0.614	43.32	0.963	45	17	45	17	6	0	0	6	20	28	17	0	0	0	0	0	0	0	0	0	62.222	37.778	0	0	0	0	0
6164	c1ccc(cc1)C(C)CCCCCCCCC	19.24	0.428	25.4	0.564	27.64	0.614	43.32	0.963	45	17	45	17	6	0	0	6	20	28	17	0	0	0	0	0	0	0	0	0	62.222	37.778	0	0	0	0	0
6165	c1ccc(cc1)C(CCCC)CCCCC	18.08	0.43	23.8	0.567	25.88	0.616	40.44	0.963	42	16	42	16	6	0	0	6	19	26	16	0	0	0	0	0	0	0	0	0	61.905	38.095	0	0	0	0	0
6166	c1ccc(cc1)C(CCC)CCCCCC	18.08	0.43	23.8	0.567	25.88	0.616	40.44	0.963	42	16	42	16	6	0	0	6	19	26	16	0	0	0	0	0	0	0	0	0	61.905	38.095	0	0	0	0	0
6167	c1ccc(cc1)C(C)CCCCCCCC	18.08	0.43	23.8	0.567	25.88	0.616	40.44	0.963	42	16	42	16	6	0	0	6	19	26	16	0	0	0	0	0	0	0	0	0	61.905	38.095	0	0	0	0	0
6168	c1ccc(cc1)C(CCCCC)CCCCC	19.24	0.428	25.4	0.564	27.64	0.614	43.32	0.963	45	17	45	17	6	0	0	6	20	28	17	0	0	0	0	0	0	0	0	0	62.222	37.778	0	0	0	0	0
6169	c1ccc(cc1)C(CCCC)CCCCCC	19.24	0.428	25.4	0.564	27.64	0.614	43.32	0.963	45	17	45	17	6	0	0	6	20	28	17	0	0	0	0	0	0	0	0	0	62.222	37.778	0	0	0	0	0
6170	n1cccnc1C(N)=S	11.58	0.827	9.66	0.69	10.41	0.744	14.26	1.019	14	9	14	9	7	1	0	6	13	5	5	3	0	0	1	0	0	0	0	0	35.714	35.714	21.429	0	0	4	0
6171	O=C(Nc3ncnc1c3(ncn1C2OC(CO)C(O)C2(O)))c4ccccc4	30.86	0.701	28.1	0.639	28.81	0.655	45.43	1.032	44	27	47	30	17	1	0	16	39	17	17	5	5	0	0	0	0	0	0	0	38.636	38.636	11.364	11.364	0	10	0
6172	OCC3OC(n2cnc1c(nc(nc12)N)N)CC3(O)	22.13	0.671	19.87	0.602	20.39	0.618	34.11	1.034	33	19	35	21	10	0	0	10	26	14	10	6	3	0	0	0	0	0	0	0	42.424	30.303	18.182	9.091	0	9	0
6173	O=C(Nc3ncnc1c3(ncn1C2OC(CO)C(O)C2))c4ccccc4	29.53	0.687	27.59	0.642	28.36	0.66	44.1	1.026	43	26	46	29	17	1	0	16	38	17	17	5	4	0	0	0	0	0	0	0	39.535	39.535	11.628	9.302	0	9	0
6174	O=[N+]([O-])c2cnc(c1ccc(F)cc1)n2CCO	20.88	0.746	18.01	0.643	18.32	0.654	29.321	1.047	28	18	29	19	12	1	0	11	25.5	10	11	3	3	0	0	1	0	0	0	0	35.714	39.286	10.714	10.714	3.571	7	1
6175	O=NN(CC)CCCC	10.79	0.469	12.09	0.526	13.01	0.566	22.81	0.992	23	9	22	8	1	1	0	0	9	14	6	2	1	0	0	0	0	0	0	0	60.87	26.087	8.696	4.348	0	3	0
6176	O=C(N)c1ccc[nH]1	9.15	0.654	8.69	0.621	8.97	0.641	14.29	1.021	14	8	14	8	6	1	0	5	11.5	6	5	2	1	0	0	0	0	0	0	0	42.857	35.714	14.286	7.143	0	3	0
6177	O=C(N)c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]	18.72	0.814	14.72	0.64	14.77	0.642	24.71	1.074	23	16	23	16	9	3	0	6	22	7	8	3	5	0	0	0	0	0	0	0	30.435	34.783	13.043	21.739	0	8	0
6178	O=C(N)N(c1ccccc1)C	12.47	0.594	12.89	0.614	13.49	0.642	21.05	1.002	21	11	21	11	7	1	0	6	15	10	8	2	1	0	0	0	0	0	0	0	47.619	38.095	9.524	4.762	0	3	0
6179	O=C1OCC(=C1)C6C(O)CC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CCC67(C)))	64.74	0.544	67.34	0.566	71.62	0.602	119.78	1.007	119	55	126	62	2	2	0	0	64	64	41	0	14	0	0	0	0	0	0	0	53.782	34.454	0	11.765	0	14	0
6180	O=S(=O)(N)Cc1ccccc1	14.22	0.711	12.5	0.625	13.59	0.68	20.36	1.018	20	11	20	11	8	2	0	6	16	9	7	1	2	0	1	0	0	0	0	0	45	35	5	10	0	4	0
6181	O=CCC3CC(C(=O)C=CC4OC4(CC(OC(=O)CC(OC(=O)C)C(OC)C3(OC2OC(C)C(OC1OC(C)C(OC(=O)CC(C)C)C(O)(C)C1)C(N(C)C)C2(O)))C))C	69.81	0.554	70.95	0.563	75.28	0.597	127.42	1.011	126	59	129	62	6	6	0	0	68	67	42	1	16	0	0	0	0	0	0	0	53.175	33.333	0.794	12.698	0	17	0
6182	O=C(OCCCCC)c1cc(O)c(O)c(O)c1	19.93	0.604	19.35	0.586	20.33	0.616	33.69	1.021	33	17	33	17	7	1	0	6	21	16	12	0	5	0	0	0	0	0	0	0	48.485	36.364	0	15.152	0	5	0
6183	n1c(oc2ccccc12)N	11.15	0.697	10.69	0.668	10.97	0.686	16.29	1.018	16	10	17	11	10	0	0	10	16	6	7	2	1	0	0	0	0	0	0	0	37.5	43.75	12.5	6.25	0	3	0
6184	n1ccoc1N	6.99	0.699	6.09	0.609	6.21	0.621	10.41	1.041	10	6	10	6	5	0	0	5	8.5	4	3	2	1	0	0	0	0	0	0	0	40	30	20	10	0	3	0
6185	n1cncc(c1)Br	13.23	1.323	7.66	0.766	8.11	0.811	10.31	1.031	10	7	10	7	6	0	0	6	10	3	4	2	0	0	0	0	0	1	0	0	30	40	20	0	10	3	1
6186	n1cccnc1Br	13.23	1.323	7.66	0.766	8.11	0.811	10.31	1.031	10	7	10	7	6	0	0	6	10	3	4	2	0	0	0	0	0	1	0	0	30	40	20	0	10	3	1
6187	n1ccccc1NC	8.98	0.561	9.78	0.611	10.28	0.643	15.84	0.99	16	8	16	8	6	0	0	6	11	8	6	2	0	0	0	0	0	0	0	0	50	37.5	12.5	0	0	2	0
6188	O=C(OCC(C)C)C1=CC(=O)NC(=O)N1	17.62	0.653	16.02	0.593	16.6	0.615	27.92	1.034	27	15	27	15	4	4	0	0	19	12	9	2	4	0	0	0	0	0	0	0	44.444	33.333	7.407	14.815	0	6	0
6189	O=C(NN)c1ccnc(c1)CC	13.72	0.597	13.88	0.603	14.49	0.63	23.15	1.007	23	12	23	12	7	1	0	6	16	11	8	3	1	0	0	0	0	0	0	0	47.826	34.783	13.043	4.348	0	4	0
6190	O=C(O)CCCC(=O)c1ccc(OC)cc1	18.44	0.615	18.24	0.608	19.12	0.637	30.48	1.016	30	16	30	16	8	2	0	6	21	14	12	0	4	0	0	0	0	0	0	0	46.667	40	0	13.333	0	4	0
6191	OCCNC(C)(C)C	9.7	0.422	11.7	0.509	12.77	0.555	22.59	0.982	23	8	22	7	0	0	0	0	7	15	6	1	1	0	0	0	0	0	0	0	65.217	26.087	4.348	4.348	0	2	0
6192	c1ccc(cc1)C(CC)CCCCCCC	18.08	0.43	23.8	0.567	25.88	0.616	40.44	0.963	42	16	42	16	6	0	0	6	19	26	16	0	0	0	0	0	0	0	0	0	61.905	38.095	0	0	0	0	0
